Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,EnglishTitle,OMDb_Title,OMDb_Year,OMDb_Rated,OMDb_Released,OMDb_Runtime,OMDb_Genre,OMDb_Director,OMDb_Writer,OMDb_Actors,OMDb_Plot,OMDb_Language,OMDb_Country,OMDb_Awards,OMDb_Poster,OMDb_Ratings,OMDb_Metascore,OMDb_imdbRating,OMDb_imdbVotes,OMDb_imdbID,OMDb_Type,OMDb_DVD,OMDb_BoxOffice,OMDb_Production,OMDb_Website,OMDb_Response,Error
Evelyn,Yes,2019-09-10,"100,000",1:36,100000,Evelyn,Evelyn,2002.0,PG,25 Dec 2002,94 min,Drama,Bruce Beresford,Paul Pender,"Pierce Brosnan, Julianna Margulies, Aidan Quinn","Desmond's wife leaves him and their 3 kids after Christmas 1953. As he's unemployed in Dublin, the authorities place the kids in orphanages; when he finds a job, he tries to get his kids back.",English,"Ireland, Netherlands, United Kingdom, Germany, United States",4 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMTYwNjUwNTkxOF5BMl5BanBnXkFtZTYwMzA1MDg5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,7.0,"7,245",tt0298856,movie,,"$1,487,645",,,True,
Seventeen // Diecisiete,Yes,2019-10-18,"200,000",1:40,100000,Seventeen,Seventeen,2019.0,TV-MA,18 Oct 2019,99 min,Drama,Daniel Sánchez Arévalo,Daniel Sánchez Arévalo,"Biel Montoro, Nacho Sánchez, Lola Cordón","To find a shelter dog he befriended, a 17-year-old boy escapes a juvenile detention center and is joined on his quest by his older brother.",Spanish,Spain,2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjcwOTUwNDYtYzdjYS00NWE2LWJmNmEtN2U0YTBmODlkMTJiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,7.2,"4,624",tt8988748,movie,,,,,True,
Upstarts // अपस्टार्ट,Yes,2019-10-18,"100,000",1:52,100000,Upstarts,Upstarts,2019.0,,18 Oct 2019,112 min,Drama,Udai Singh Pawar,"Ketan Bhagat, Udai Singh Pawar","Naved Aslam, Sandeep Bhardwaj, Ranjit Deval","Hoping to do good while making millions, three graduates create a startup. But as business begins to flourish, their own bond starts to fray.",Hindi,India,,https://m.media-amazon.com/images/M/MV5BYWU4ZmE0YjgtMGQ0Ny00ZjE0LTliZTMtOWYwNTBkMTc1YmExXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",,6.7,977,tt11066130,movie,,,,,True,
Let It Snow,Yes,2019-11-08,"200,000",1:33,100000,Let It Snow,Let It Snow,2019.0,PG-13,08 Nov 2019,92 min,"Comedy, Romance",Luke Snellin,"Laura Solon, Victoria Strouse, Kay Cannon","Isabela Merced, Shameik Moore, Odeya Rush","In a small town on Christmas Eve, a snowstorm brings together a group of young people.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BOGRmNjFlZjAtYzNjOC00ZDBjLWFmODctZGE0OTYwNGMxYjRmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,5.9,"25,769",tt1950235,movie,,,,,True,
Earthquake Bird,Yes,2019-11-15,"100,000",1:47,100000,Earthquake Bird,Earthquake Bird,2019.0,R,15 Nov 2019,107 min,"Crime, Drama, Mystery",Wash Westmoreland,"Susanna Jones, Wash Westmoreland","Alicia Vikander, Kiki Sukezane, Kenichi Masuda","An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.","English, Japanese","United Kingdom, Japan, United States",,https://m.media-amazon.com/images/M/MV5BYmI5MTM0ZDgtMTAzMy00YzQ5LWIyZWQtNTU1NDJhYzg5MjY0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,6.0,"15,991",tt8178486,movie,,,,,True,
House Arrest // हाउस अरेस्ट,Yes,2019-11-15,"100,000",1:45,100000,House Arrest,House Arrest,1996.0,PG,14 Aug 1996,108 min,"Comedy, Family",Harry Winer,Michael Hitchcock,"Jamie Lee Curtis, Kevin Pollak, Kyle Howard","Desperate to keep their various parents from getting divorced, a group of teenagers kidnaps them and holds them prisoner in a basement to force them to reconcile.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMGYyZTY2MDMtNTQ2MC00Mzc5LTk2MDYtNGNhZTM1YTU3MWJiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}]",,5.8,"9,466",tt0116571,movie,,"$7,032,782",,,True,
Holiday Rush,Yes,2019-11-28,"200,000",1:34,100000,Holiday Rush,Holiday Rush,2019.0,TV-PG,28 Nov 2019,92 min,"Comedy, Drama, Family",Leslie Small,"Sean Dwyer, Greg Cope White","Romany Malco, Sonequa Martin-Green, Darlene Love","After his sudden firing, a popular radio DJ moves in with his aunt, bringing along his four spoiled children, and a plan to return to the airwaves.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMWQ5MzAxNDktYTU5My00ZGU2LThhMjEtZmEzM2UxNjIxODk3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",,5.0,"3,221",tt10091530,movie,,,,,True,
I Lost My Body // J'ai perdu mon corps,No,2019-11-29,"100,000",1:21,100000,I Lost My Body,I Lost My Body,2019.0,TV-MA,15 Nov 2019,81 min,"Animation, Drama, Fantasy",Jérémy Clapin,"Jérémy Clapin, Guillaume Laurant","Hakim Faris, Victoire Du Bois, Patrick d'Assumçao","A story of Naoufel, a young man who is in love with Gabrielle. In another part of town, a severed hand escapes from a dissection lab, determined to find its body again.",French,"France, United Kingdom, United States",Nominated for 1 Oscar. 32 wins & 57 nominations total,https://m.media-amazon.com/images/M/MV5BMzI5ZmNmMmUtYTc2NS00OTNjLThiNGQtYjRjMDJjYzk3ZWQyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.0,7.5,"37,311",tt9806192,movie,,,,,True,
Hot Gimmick: Girl Meets Boy // ホットギミック ガールミーツボーイ,Yes,2019-12-28,"100,000",2:00,100000,Hot Gimmick: Girl Meets Boy,Hot Gimmick: Girl Meets Boy,2019.0,,28 Jun 2019,119 min,Drama,Yûki Yamato,"Miki Aihara, Yûki Yamato","Miona Hori, Mizuki Itagaki, Kaisei Kamimura","Hatsumi and her family live normal lives until she is used by Ryoki who begins to bully and intimidate her. Azusa is a friend in the area and also good looking. He has the hots for Hatsumi too. They begin to go steady, but soon it...",Japanese,Japan,1 nomination,https://m.media-amazon.com/images/M/MV5BMWJiOTc4MjEtODY0Ny00YTRhLWFiMjktNDRjYzAxNWM3MTY3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",,4.4,620,tt10061256,movie,,,,,True,
NiNoKuni // 二ノ国,Yes,2020-01-16,"200,000",1:46,100000,NiNoKuni,NiNoKuni,2019.0,TV-14,23 Aug 2019,106 min,"Animation, Action, Adventure","Yoshiyuki Momose, Hiroyuki Morita, Naohito Takahashi",Akihiro Hino,"Kento Yamazaki, Mackenyu, Tucker Chandler","High school peers Yuu and Haru travel between the real world and a parallel fantasy universe to help their friend Kotona, whose life is in danger.","Japanese, English","Japan, South Korea",,https://m.media-amazon.com/images/M/MV5BZWJkZWU4ODMtZjQzOS00YzljLTkxZjYtY2Q0YzcxY2MwMjc0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",,6.1,"4,249",tt9760504,movie,,,,,True,
A Sun // 陽光普照 // 阳光普照,Yes,2020-01-24,"200,000",2:36,100000,A Sun,A Sun,2019.0,,01 Nov 2019,156 min,"Crime, Drama",Mong-Hong Chung,"Yaosheng Chang, Mong-Hong Chung","Chien-Ho Wu, Chen Yiwen, Samantha Shu-Chin Ko","A family of four fractures under the weight of unmet expectations, unexpected tragedy, and uncompromising pride.",Mandarin,Taiwan,9 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BN2IyNjFmNDItNGQ3YS00MDAxLWEyOWQtNTJjOGI2ZDFmZTFmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",,7.6,"11,089",tt10883506,movie,,,,,True,
37 Seconds // 37セカンズ,Yes,2020-01-31,"100,000",1:56,100000,37 Seconds,37 Seconds,2019.0,,31 Jan 2020,115 min,Drama,Hikari,Hikari,"Makiko Watanabe, Eita Okuno, Nanami Kawakami","Yuma is a young Japanese woman with cerebral palsy. Torn between her obligations towards her family and her dream to become a manga artist, she struggles to lead a self-determined life.","Japanese, Thai",Japan,10 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMDM4N2U3NzAtODc0MS00MTVjLWEzMjAtNTdlMGQ3OTBiYmJkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,7.4,"3,321",tt6156138,movie,,,,,True,
The Silent War // Sordo,No,2020-02-03,"200,000",2:02,100000,The Silent War,The Silent War,2012.0,,07 Aug 2012,120 min,"Crime, Drama, Mystery","Felix Chong, Alan Mak","Felix Chong, Si Luo, Jia Mai","Tony Leung Chiu-wai, Xun Zhou, Xuebing Wang","An espionage thriller set in the 1950s and adapted from the novel ""Year Suan/Plot Against"" by May Jia. Tony Leung Chiu Wai plays a blind man who works for a piano tuner. He is recruited for a spy mission because of his exceptional...",Mandarin,"Hong Kong, China",6 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BMDliZjE3MmQtZWM0NS00MzM0LTgyYmYtZjNmZTdiY2M2ZTg3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",,6.2,"1,804",tt2078768,movie,,,,,True,
Horse Girl,Yes,2020-02-07,"100,000",1:44,100000,Horse Girl,Horse Girl,2020.0,R,07 Feb 2020,103 min,"Drama, Mystery, Thriller",Jeff Baena,"Jeff Baena, Alison Brie","Alison Brie, Molly Shannon, Goldenite","Sarah, a socially isolated woman with a fondness for arts and crafts, horses, and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMmZmODVkNzQtYzkwMC00ODkxLTk1MTgtMTBmYmFiYWMzYWQzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,6.0,"20,973",tt11388406,movie,,,,,True,
The Coldest Game,Yes,2020-02-08,"100,000",1:42,100000,The Coldest Game,The Coldest Game,2019.0,TV-MA,08 Feb 2020,102 min,"History, Sport, Thriller",Lukasz Kosmicki,"Lukasz Kosmicki, Marcel Sawicki, Blazej Dzikowski","Bill Pullman, Lotte Verbeek, James Bloor","During 1962's Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match -- and a deadly game of espionage.","English, Russian","Poland, United States",3 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BZjE4YmUzNzUtODQ0My00MDQxLWIwYzAtNGE3MThlNzdlOTYzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",,6.2,"13,108",tt6445414,movie,,,,,True,
Yeh Ballet // ये बैले,Yes,2020-02-21,"100,000",1:57,100000,Yeh Ballet,Yeh Ballet,2020.0,,24 Feb 2020,117 min,"Drama, Musical",Sooni Taraporevala,Sooni Taraporevala,"Julian Sands, Jim Sarbh, Mihir Ahuja","Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",Hindi,India,,https://m.media-amazon.com/images/M/MV5BMjk4YjcxMGItYzc1OC00ZWY3LThmZmUtNWM5MWY5NzliZjFkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",,7.5,"1,583",tt10230436,movie,,,,,True,
The Endless Trench // La trinchera infinita,No,2020-02-28,"300,000",2:27,100000,The Endless Trench,The Endless Trench,2019.0,TV-MA,06 Nov 2020,147 min,"Drama, History","Aitor Arregi, Jon Garaño, Jose Mari Goenaga","Luiso Berdejo, Jose Mari Goenaga","Antonio de la Torre, Belén Cuesta, Vicente Vergara",1936. A country taken by fascism. A husband marked for death. A wife ready for anything to save him. An endless incarceration in his own home.,Spanish,"Spain, France, Canada",21 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BZmYwOWIwMTItZjFiZC00ZmEwLTliOTQtZmVhMGUwNjYzYjUwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,7.2,"7,489",tt7937168,movie,,,,,True,
A Life of Speed: The Juan Manuel Fangio Story // Fangio: El hombre que domaba las máquinas,No,2020-03-20,"100,000",1:33,100000,A Life of Speed: The Juan Manuel Fangio Story,A Life of Speed: The Juan Manuel Fangio Story,2020.0,,20 Mar 2020,92 min,"Documentary, Biography, Sport",Francisco Macri,"Luciano Origlio, Rodrigo H. Vila","Jackie Stewart, Toto Wolff, Fernando Alonso",The life of five-time Formula One world champion Juan Manuel Fangio. The first official documentary.,"Spanish, English, Italian, German",Argentina,,https://m.media-amazon.com/images/M/MV5BZTgyMTE4NDktYjc4OC00NmUzLTg1NWQtNzQ1ZjZiNGZiOTIzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,7.0,"2,345",tt6668212,movie,,,,,True,
Crip Camp: A Disability Revolution,Yes,2020-03-25,"100,000",1:48,100000,Crip Camp: A Disability Revolution,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
Maska // मस्का,Yes,2020-03-27,"100,000",1:52,100000,Maska,Maska,2020.0,,30 Mar 2020,111 min,"Comedy, Drama, Romance","Neeraj Udhwani, Jaspal Singh","Ishita Moitra, Neeraj Udhwani","Prit Kamani, Manisha Koirala, Shirley Setia","Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations.","English, Hindi, Parsee",India,2 nominations,https://m.media-amazon.com/images/M/MV5BOGI2NGE4YjctNjYzNS00OGU5LThiZTUtMzZkMjk3ZmRmYTUzXkEyXkFqcGdeQXVyNjk3OTEwNTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}]",,5.9,"1,555",tt11953628,movie,,,,,True,
Sergio,Yes,2020-04-17,"100,000",1:59,100000,Sergio,Sergio,2020.0,R,17 Apr 2020,118 min,"Biography, Drama, History",Greg Barker,"Craig Borten, Samantha Power","Wagner Moura, Ana de Armas, Brían F. O'Byrne","A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat Sergio Vieira de Mello hangs in the balance during the most treacherous mission of his career.","English, Portuguese, Spanish, French",United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMzQ1MGM3Y2YtYTNlNS00YjQ5LTk5NTEtM2RlOWVlYzVkZGM2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,6.2,"11,489",tt8750570,movie,,,,,True,
The Silence of the Marsh // El silencio del pantano,No,2020-04-22,"100,000",1:32,100000,The Silence of the Marsh,The Silence of the Marsh,2019.0,TV-MA,22 Apr 2020,92 min,"Action, Drama, Mystery",Marc Vigil,"Carlos de Pando, Sara Antuña, Juanjo Braulio","Pedro Alonso, Nacho Fresneda, Carmina Barrios",A writer of crime stories discovers that reality is more criminal than the stories he writes.,Spanish,Spain,,https://m.media-amazon.com/images/M/MV5BMTc3MmQ0OTItNzg1MC00ZTY1LTg1YzgtODZlZWE1MGViYzQ3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",,5.0,"4,296",tt8743032,movie,,,,,True,
A Secret Love,Yes,2020-04-29,"100,000",1:23,100000,A Secret Love,A Secret Love,2020.0,TV-MA,29 Apr 2020,81 min,"Documentary, Biography, Drama",Chris Bolan,"Chris Bolan, Alexa L. Fogel, Brendan Mason","Terry Donahue, Pat Henschel, Diana Bolan","Falling in love in 1947, two women -- Pat Henschel and pro baseball player Terry Donahue -- begin a 65-year journey of love and overcoming prejudice.",English,United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BY2Q3ZWU2N2YtMThkZi00YWJmLTg5MzUtN2IxZDg0OGU5MDI3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,7.8,"5,099",tt3260524,movie,,,,,True,
Becoming,Yes,2020-05-06,"200,000",1:30,100000,Becoming,Becoming,2020.0,PG,06 May 2020,89 min,"Documentary, Biography",Nadia Hallgren,,"Elizabeth Alexander, Adrian K. Collins, Valerie Jarrett","Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others during her 2019 book tour for 'Becoming.'",English,United States,Nominated for 4 Primetime Emmys. 1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BODg0NjU1MTYtMWJiYy00ODY5LWI2ZmEtOTMxYzMyYzRlNTc2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,7.0,"6,749",tt12221748,movie,,,,,True,
Have a Good Trip: Adventures in Psychedelics,No,2020-05-11,"200,000",1:26,100000,Have a Good Trip: Adventures in Psychedelics,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!
Mutiny of the Worker Bees // Rebelión de los Godínez,No,2020-05-20,"200,000",1:34,100000,Mutiny of the Worker Bees,Mutiny of the Worker Bees,2020.0,TV-MA,28 Feb 2020,93 min,Comedy,Carlos Morett,"Omar M. Albores, Carlos Morett","Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil","Omar Buendía, a super smart guy, who came out with the best average in school and is expected to do great things in life.",Spanish,Mexico,,https://m.media-amazon.com/images/M/MV5BM2FjZTlmY2UtMDZiOS00Yzg4LWFmYjItZjhlNzRlYjI0YzE4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",,4.1,516,tt9014248,movie,,,,,True,
8,No,2020-06-19,"100,000",1:39,100000,8,8,2010.0,,05 May 2010,9 min,"Short, War",Acim Vasic,Acim Vasic,"Nicky Naudé, Guillaume Tavi","In the depths of a snowy forest in an unknown wartime, two soldiers from opposing armies try to outwit each other in a perilous game of Tic-Tac-Toe, until they find themselves outplayed by karma.",,"France, Switzerland, Serbia",2 nominations total,https://m.media-amazon.com/images/M/MV5BNDg1YzJiN2MtZGYzMi00YmVlLThkZGQtYTYyYmE5NGYzNzYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",,7.4,"1,221",tt1592502,movie,,,,,True,
Disclosure,Yes,2020-06-19,"100,000",1:48,100000,Disclosure,Disclosure,1994.0,R,09 Dec 1994,128 min,"Drama, Thriller",Barry Levinson,"Michael Crichton, Paul Attanasio","Michael Douglas, Demi Moore, Donald Sutherland","A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",English,United States,2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYmRlNTA4NGQtOTFlYy00NDk5LWEzOWYtNjMyMjI3NDdlNjRmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58.0,6.2,"56,603",tt0109635,movie,,"$83,015,089",,,True,
One-Way to Tomorrow // Yarına Tek Bilet,Yes,2020-06-19,"100,000",1:30,100000,One-Way to Tomorrow,One-Way to Tomorrow,2020.0,TV-MA,19 Jun 2020,90 min,"Comedy, Drama, Romance",Ozan Açiktan,"Drazen Kuljanin, Faruk Ozerten","Dilan Çiçek Deniz, Metin Akdülger, Tevfik Kartal",A romantic story of two strangers who come across each other on a journey from Ankara to Izmir.,Turkish,Turkey,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMDQzMmRmMzktY2NjZC00N2Q4LWJmN2QtNThhOThkYWJhYWQ1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",,5.6,"5,564",tt11988512,movie,,,,,True,
Nobody Knows I'm Here // Nadie sabe que estoy aquí,No,2020-06-24,"100,000",1:32,100000,Nobody Knows I'm Here,Nobody Knows I'm Here,2020.0,TV-MA,24 Jun 2020,91 min,"Drama, Music",Gaspar Antillo,"Gaspar Antillo, Josefina Fernández, Enrique Videla","Jorge Garcia, Lukas Vergara, Millaray Lobos","Memo lives on a remote Chilean sheep farm, hiding a beautiful singing voice from the outside world. A recluse with a glittery flair, he can't stop dwelling on the past, but what will happen once someone finally listens?","Spanish, English",Chile,3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BYTQ3NDA2NWEtN2U0ZC00OWQ1LTgxNmUtY2QxN2ExNTkxOWU3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.5,"5,091",tt10728764,movie,,,,,True,
Think Like a Dog,No,2020-07-03,"200,000",1:31,100000,Think Like a Dog,Think Like a Dog,2020.0,PG,06 Jul 2020,91 min,"Comedy, Drama, Family",Gil Junger,Gil Junger,"Megan Fox, Josh Duhamel, Gabriel Bateman","A young tech genius accidentally creates a mind link with his dog. Together, they humorously tackle life's challenges at home and school through their different viewpoints.",English,"China, United States, United Kingdom",1 win total,https://m.media-amazon.com/images/M/MV5BOWY2NTIzYTItNzczMS00MDk4LTk2NjEtM2QyMjkyNWM5NDg0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",,5.2,"2,479",tt5929654,movie,,,,,True,
